Date,S&P Price,S&P Dividend,CPI,Real Price,Real Dividend,Bond Price,Bond Real,Bond Change,S&P TR
1991.01,325.49,12.11,134.6,582.71,21.67,25846.79936,46272.10774,0.39%,-1.27%
1991.02,362.26,12.11,134.8,647.57,21.65,26085.23145,46629.67335,0.77%,11.44%
1991.03,372.28,12.11,135,664.5,21.62,26210.25328,46783.7489,0.33%,2.89%
1991.04,379.68,12.13,135.2,676.7,21.62,26406.387,47064.11136,0.60%,2.11%
1991.05,377.99,12.14,135.6,671.71,21.57,26588.70095,47249.25887,0.39%,-0.47%
1991.06,378.29,12.15,136,670.26,21.53,26695.01466,47298.6588,0.10%,0.05%
1991.07,380.23,12.19,136.2,672.71,21.57,26871.52924,47541.49623,0.51%,0.63%
1991.08,389.4,12.24,136.6,686.92,21.59,27151.78586,47896.66459,0.75%,2.38%
1991.09,387.2,12.28,137.2,680.05,21.57,27344.81963,48026.23289,0.27%,-0.74%
1991.1,386.88,12.25,137.4,678.5,21.49,27540.53945,48299.57183,0.57%,0.04%
1991.11,385.92,12.23,137.8,674.85,21.38,27780.28047,48578.59829,0.58%,-0.27%
1991.12,388.51,12.2,137.9,678.88,21.32,28029.5928,48979.02021,0.82%,0.86%
1992.01,416.08,12.24,138.1,726.01,21.36,28200.29882,49205.9479,0.46%,7.20%
1992.02,412.56,12.28,138.6,717.27,21.35,28277.94985,49163.43969,-0.09%,-0.96%
1992.03,407.36,12.32,139.3,704.67,21.31,28313.22309,48977.40436,-0.38%,-1.51%
1992.04,407.41,12.32,139.5,703.75,21.28,28522.65513,49268.95082,0.60%,0.12%
1992.05,414.81,12.32,139.7,715.5,21.25,28670.97691,49454.25407,0.38%,1.92%
1992.06,408.27,12.32,140.2,701.71,21.17,28793.00256,49487.61376,0.07%,-1.68%
1992.07,415.05,12.34,140.5,711.84,21.17,29052.17276,49826.44066,0.68%,1.70%
1992.08,417.93,12.37,140.9,714.74,21.15,29184.02295,49910.47876,0.17%,0.66%
1992.09,418.48,12.4,141.3,713.66,21.15,29353.2489,50057.78009,0.30%,0.10%
1992.1,412.5,12.39,141.8,700.98,21.05,29411.03026,49979.46212,-0.16%,-1.53%
1992.11,422.84,12.38,142,717.54,21.01,29407.66349,49903.35526,-0.15%,2.61%
1992.12,435.64,12.39,141.9,739.78,21.04,29505.22669,50104.19985,0.40%,3.34%
1993.01,435.23,12.41,142.6,735.46,20.98,29667.14293,50131.85436,0.06%,-0.35%
1993.02,441.7,12.45,143.1,743.78,20.96,29796.71469,50174.87734,0.09%,1.37%
1993.03,450.16,12.48,143.6,755.39,20.94,29909.1366,50188.82255,0.03%,1.80%
1993.04,443.08,12.49,144,741.44,20.91,30028.04786,50248.39312,0.12%,-1.62%
1993.05,445.25,12.51,144.2,744.04,20.9,30090.00337,50282.23192,0.07%,0.59%
1993.06,448.06,12.52,144.4,747.7,20.89,30141.33537,50298.24904,0.03%,0.73%
1993.07,447.29,12.52,144.4,746.41,20.89,30262.80246,50500.94682,0.40%,0.06%
1993.08,454.13,12.52,144.8,755.74,20.84,30371.80713,50542.84012,0.08%,1.48%
1993.09,459.24,12.52,145.1,762.66,20.79,30493.95376,50641.18922,0.19%,1.15%
1993.1,463.9,12.54,145.7,767.23,20.74,30583.39957,50580.57684,-0.12%,0.83%
1993.11,462.89,12.56,145.8,765.03,20.76,30632.73547,50627.42365,0.09%,-0.06%
1993.12,465.95,12.58,145.8,770.09,20.79,30733.1756,50793.42335,0.33%,0.89%
1994.01,472.99,12.62,146.2,779.58,20.81,30862.43837,50867.50469,0.15%,1.46%
1994.02,471.58,12.67,146.7,774.61,20.81,30883.41806,50728.59305,-0.27%,-0.42%
1994.03,463.81,12.71,147.2,759.26,20.81,30885.07005,50558.98556,-0.33%,-1.76%
1994.04,447.23,12.75,147.4,731.12,20.85,30893.75731,50504.58627,-0.11%,-3.48%
1994.05,450.9,12.8,147.5,736.62,20.91,30917.5791,50509.26293,0.01%,0.99%
1994.06,454.83,12.84,148,740.53,20.91,31097.60384,50631.73179,0.24%,0.77%
1994.07,451.4,12.87,148.4,732.97,20.9,31210.22276,50678.12499,0.09%,-0.79%
1994.08,464.24,12.9,149,750.78,20.86,31361.81315,50719.20825,0.08%,2.67%
1994.09,466.96,12.92,149.4,753.16,20.84,31485.3027,50782.58994,0.12%,0.55%
1994.1,463.81,13.01,149.5,747.58,20.98,31573.6516,50891.02411,0.21%,-0.51%
1994.11,461.01,13.1,149.7,742.07,21.08,31654.42065,50953.04464,0.12%,-0.50%
1994.12,455.19,13.17,149.7,732.7,21.2,31705.90766,51035.92152,0.16%,-1.03%
1995.01,465.25,13.18,150.3,745.91,21.13,31957.25634,51235.15761,0.39%,2.04%
1995.02,481.92,13.18,150.9,769.56,21.05,32272.22147,51534.39622,0.58%,3.41%
1995.03,493.15,13.17,151.4,784.89,20.96,32552.81124,51810.78776,0.54%,2.22%
1995.04,507.91,13.24,151.9,805.73,21.01,32795.79005,52025.69546,0.41%,2.88%
1995.05,523.81,13.31,152.2,829.31,21.07,33059.58973,52340.80261,0.61%,3.14%
1995.06,539.35,13.36,152.5,852.23,21.11,33338.97436,52679.29596,0.65%,2.98%
1995.07,557.37,13.44,152.5,880.71,21.24,33520.81611,52966.6262,0.55%,3.55%
1995.08,559.11,13.51,152.9,881.15,21.29,33646.85716,53026.69869,0.11%,0.25%
1995.09,578.77,13.58,153.2,910.34,21.36,33861.76538,53260.88784,0.44%,3.51%
1995.1,582.92,13.65,153.7,913.89,21.4,34042.45745,53370.90985,0.21%,0.59%
1995.11,595.53,13.72,153.6,934.27,21.52,34256.42316,53741.325,0.69%,2.43%
1995.12,614.57,13.79,153.5,964.76,21.65,34456.269,54090.05715,0.65%,3.46%
1996.01,614.42,13.89,154.4,958.91,21.68,34683.54751,54129.47146,0.07%,-0.42%
1996.02,649.54,14,154.9,1010.44,21.77,34884.81434,54267.84414,0.26%,5.56%
1996.03,647.07,14.1,155.7,1001.43,21.82,34925.94359,54052.66441,-0.40%,-0.71%
1996.04,647.17,14.16,156.3,997.74,21.83,35044.85445,54028.49292,-0.04%,-0.19%
1996.05,661.23,14.21,156.6,1017.46,21.87,35202.57788,54167.68573,0.26%,2.16%
1996.06,668.5,14.27,156.7,1027.99,21.94,35344.57443,54351.47457,0.34%,1.21%
1996.07,644.07,14.4,157,988.53,22.1,35531.56585,54534.61675,0.34%,-3.66%
1996.08,662.68,14.53,157.3,1015.16,22.26,35788.26214,54823.84084,0.53%,2.88%
1996.09,674.88,14.66,157.8,1030.57,22.39,35938.18396,54879.06447,0.10%,1.70%
1996.1,701.46,14.74,158.3,1067.78,22.44,36223.38295,55139.86051,0.48%,3.79%
1996.11,735.67,14.82,158.6,1117.73,22.52,36450.39764,55380.47268,0.44%,4.85%
1996.12,743.25,14.9,158.6,1129.25,22.64,36621.91553,55641.06633,0.47%,1.20%
1997.01,766.22,14.95,159.1,1160.49,22.65,36771.31467,55692.47883,0.09%,2.93%
1997.02,798.39,15.01,159.6,1205.43,22.66,36993.94204,55854.13053,0.29%,4.04%
1997.03,792.16,15.06,160,1193.03,22.68,37106.54701,55884.0832,0.05%,-0.87%
1997.04,763.93,15.09,160.2,1149.08,22.7,37257.98926,56042.10923,0.28%,-3.53%
1997.05,833.09,15.13,160.1,1253.89,22.77,37513.55012,56461.7591,0.75%,9.29%
1997.06,876.29,15.16,160.3,1317.26,22.79,37786.265,56801.26586,0.60%,5.21%
1997.07,925.29,15.22,160.5,1389.19,22.85,38037.84422,57108.19444,0.54%,5.60%
1997.08,927.24,15.27,160.8,1389.52,22.89,38227.25391,57285.48938,0.31%,0.16%
1997.09,937.02,15.33,161.2,1400.69,22.92,38441.56301,57463.69797,0.31%,0.94%
1997.1,951.16,15.39,161.6,1418.31,22.94,38659.15979,57645.92672,0.32%,1.39%
1997.11,938.92,15.44,161.5,1400.92,23.04,38851.34321,57968.36916,0.56%,-1.09%
1997.12,962.37,15.5,161.3,1437.69,23.16,39020.78537,58293.37624,0.56%,2.76%
1998.01,963.36,15.55,161.6,1436.5,23.19,39311.33612,58618.40799,0.56%,0.05%
1998.02,1023.74,15.6,161.9,1523.7,23.22,39472.70439,58749.96391,0.22%,6.20%
1998.03,1076.83,15.64,162.2,1599.76,23.24,39639.91222,58889.70856,0.24%,5.12%
1998.04,1112.2,15.75,162.5,1649.25,23.36,39839.85773,59077.48306,0.32%,3.21%
1998.05,1108.42,15.85,162.8,1640.62,23.46,40015.00036,59227.85375,0.25%,-0.41%
1998.06,1108.39,15.95,163,1638.56,23.58,40223.73143,59463.75393,0.40%,-0.01%
1998.07,1156.58,16.02,163.2,1707.71,23.65,40441.91699,59713.03561,0.42%,4.34%
1998.08,1074.62,16.08,163.4,1584.75,23.72,40690.85053,60007.05129,0.49%,-7.08%
1998.09,1020.64,16.14,163.6,1503.31,23.77,41050.74777,60463.78691,0.76%,-5.01%
1998.1,1032.47,16.17,164,1517.02,23.75,41429.70655,60873.12255,0.68%,1.04%
1998.11,1144.43,16.18,164,1681.53,23.78,41429.36545,60872.62137,0.00%,10.97%
1998.12,1190.05,16.2,163.9,1749.62,23.82,41596.68364,61155.75392,0.47%,4.17%
1999.01,1248.77,16.28,164.3,1831.48,23.88,41767.9891,61258.1073,0.17%,4.79%
1999.02,1246.58,16.37,164.5,1826.05,23.97,41871.20986,61334.83177,0.13%,-0.19%
1999.03,1281.66,16.45,165,1871.75,24.02,42024.80167,61373.27506,0.06%,2.61%
1999.04,1334.76,16.45,166.2,1935.22,23.85,42245.06868,61249.5034,-0.20%,3.50%
1999.05,1332.07,16.45,166.2,1931.32,23.85,42368.83509,61428.94757,0.29%,-0.10%
1999.06,1322.55,16.45,166.2,1917.52,23.85,42464.75035,61568.01142,0.23%,-0.61%
1999.07,1380.99,16.51,166.7,1996.24,23.87,42699.1112,61722.11595,0.25%,4.21%
1999.08,1327.49,16.58,167.1,1914.31,23.9,42835.19335,61770.60464,0.08%,-4.00%
1999.09,1318.17,16.64,167.9,1891.82,23.88,43025.17666,61748.94428,-0.04%,-1.07%
1999.1,1300.01,16.66,168.2,1862.42,23.86,43174.02014,61852.04585,0.17%,-1.45%
1999.11,1391,16.67,168.3,1991.6,23.87,43346.19661,62061.81199,0.34%,7.04%
1999.12,1428.68,16.69,168.3,2045.54,23.9,43462.58238,62228.44972,0.27%,2.81%
2000.01,1425.59,16.71,168.8,2035.07,23.86,43607.54924,62251.06824,0.04%,-0.41%
2000.02,1388.87,16.74,169.8,1970.98,23.75,43823.65523,62191.13505,-0.10%,-3.05%
2000.03,1442.21,16.76,171.2,2029.94,23.59,44074.20093,62035.21014,-0.25%,3.09%
2000.04,1461.36,16.74,171.3,2055.69,23.55,44351.00598,62388.37629,0.57%,1.37%
2000.05,1418.48,16.72,171.5,1993.05,23.49,44523.98276,62558.66212,0.27%,-2.95%
2000.06,1461.96,16.7,172.4,2043.41,23.34,44833.37387,62664.52205,0.17%,2.62%
2000.07,1473,16.58,172.8,2054.08,23.13,45104.02777,62896.88807,0.37%,0.62%
2000.08,1485.46,16.47,172.8,2071.45,22.96,45300.67064,63171.1036,0.44%,0.94%
2000.09,1468.05,16.35,173.7,2036.57,22.68,45563.39323,63208.25663,0.06%,-1.59%
2000.1,1390.14,16.32,174,1925.16,22.61,45841.56184,63484.50363,0.44%,-5.38%
2000.11,1378.04,16.3,174.1,1907.31,22.56,46041.37082,63724.58933,0.38%,-0.83%
2000.12,1330.93,16.27,174,1843.16,22.53,46465.94372,64349.19,0.98%,-3.26%
2001.01,1335.63,16.17,175.1,1838.05,22.25,46994.89005,64672.85934,0.50%,-0.18%
2001.02,1305.75,16.07,175.8,1789.78,22.03,47234.79716,64744.18298,0.11%,-2.53%
2001.03,1185.85,15.97,176.2,1621.74,21.84,47578.4303,65067.14878,0.50%,-9.29%
2001.04,1189.84,15.88,176.9,1620.76,21.63,47892.48944,65237.47599,0.26%,0.05%
2001.05,1270.37,15.78,177.7,1722.66,21.4,48147.38947,65289.43162,0.08%,6.40%
2001.06,1238.71,15.69,178,1676.9,21.24,48393.66193,65512.7839,0.34%,-2.55%
2001.07,1204.45,15.71,177.5,1635.12,21.32,48533.03305,65886.5317,0.57%,-2.39%
2001.08,1178.5,15.72,177.5,1599.89,21.35,48756.966,66190.53424,0.46%,-2.05%
2001.09,1044.64,15.74,178.3,1411.8,21.27,49194.69198,66485.1225,0.45%,-11.65%
2001.1,1076.59,15.74,177.7,1459.89,21.34,49541.95558,67180.50878,1.05%,3.53%
2001.11,1129.68,15.74,177.4,1534.48,21.38,49727.16006,67545.68534,0.54%,5.23%
2001.12,1144.93,15.74,176.7,1561.35,21.46,49832.38596,67956.76597,0.61%,1.87%
2002.01,1140.21,15.74,177.1,1551.4,21.41,49983.54105,68008.94374,0.08%,-0.52%
2002.02,1100.67,15.73,177.8,1491.71,21.32,50072.76328,67862.1122,-0.22%,-3.73%
2002.03,1153.79,15.73,178.8,1554.95,21.2,50055.21916,67458.92614,-0.59%,4.36%
2002.04,1111.93,15.83,179.8,1490.2,21.22,50243.91202,67336.62262,-0.18%,-4.05%
2002.05,1079.25,15.94,179.8,1446.41,21.36,50443.16311,67603.65787,0.40%,-2.82%
2002.06,1014.02,16.04,179.9,1358.23,21.48,50640.8835,67830.91593,0.34%,-5.97%
2002.07,903.59,15.96,180.1,1208.97,21.35,50862.87907,68052.61178,0.33%,-10.86%
2002.08,912.55,15.88,180.7,1216.9,21.18,51049.91046,68076.05852,0.03%,0.80%
2002.09,867.81,15.8,181,1155.32,21.03,51152.41113,68099.68537,0.03%,-4.92%
2002.1,854.63,15.89,181.3,1135.9,21.12,51264.97111,68136.60393,0.05%,-1.53%
2002.11,909.93,15.98,181.3,1209.4,21.24,51426.61053,68351.43993,0.32%,6.63%
2002.12,899.18,16.07,180.9,1197.75,21.41,51525.3481,68634.09926,0.41%,-0.82%
2003.01,895.84,16.12,181.7,1188.05,21.38,51642.0163,68486.63589,-0.21%,-0.66%
2003.02,837.03,16.17,183.1,1101.57,21.28,51737.95589,68089.24095,-0.58%,-7.13%
2003.03,846.63,16.22,184.2,1107.55,21.22,51830.72623,67803.9881,-0.42%,0.70%
2003.04,890.03,16.2,183.8,1166.86,21.24,51880.37215,68016.63567,0.31%,5.51%
2003.05,935.96,16.19,183.5,1229.08,21.26,51985.44714,68265.81602,0.37%,5.48%
2003.06,988,16.17,183.7,1296,21.21,52123.89224,68373.09712,0.16%,5.59%
2003.07,992.54,16.31,183.9,1300.54,21.37,52129.14659,68305.62299,-0.10%,0.49%
2003.08,989.53,16.45,184.6,1291.68,21.47,52110.12773,68021.78303,-0.42%,-0.54%
2003.09,1019.44,16.59,185.2,1326.41,21.59,52218.17382,67941.99077,-0.12%,2.83%
2003.1,1038.73,16.86,185,1352.97,21.96,52287.11688,68105.24159,0.24%,2.14%
2003.11,1049.9,17.12,184.5,1371.23,22.36,52324.22237,68338.27042,0.34%,1.48%
2003.12,1080.64,17.39,184.3,1412.91,22.74,52422.14543,68540.46185,0.30%,3.18%
2004.01,1132.52,17.6,185.2,1473.54,22.9,52534.00902,68352.92955,-0.27%,4.43%
2004.02,1143.36,17.81,186.2,1479.66,23.05,52608.13147,68081.75948,-0.40%,0.54%
2004.03,1123.98,18.02,187.4,1445.26,23.17,52702.23946,67766.81183,-0.46%,-2.20%
2004.04,1133.36,18.21,188,1452.67,23.34,52667.08379,67505.47435,-0.39%,0.65%
2004.05,1102.78,18.41,189.1,1405.26,23.46,52600.79376,67028.32083,-0.71%,-3.13%
2004.06,1132.76,18.6,189.7,1438.89,23.63,52559.00165,66763.23115,-0.40%,2.53%
2004.07,1105.85,18.79,189.4,1406.94,23.9,52695.96654,67043.23637,0.42%,-2.08%
2004.08,1088.94,18.97,189.5,1384.69,24.13,52849.81725,67203.49294,0.24%,-1.44%
2004.09,1117.66,19.16,189.9,1418.22,24.31,52911.07285,67139.66557,-0.09%,2.57%
2004.1,1117.21,19.25,190.9,1410.22,24.3,52970.50429,66862.98327,-0.41%,-0.42%
2004.11,1168.94,19.35,191,1474.74,24.41,52959.04409,66813.51821,-0.07%,4.72%
2004.12,1199.21,19.44,190.3,1518.5,24.62,53007.81688,67121.04367,0.46%,3.11%
2005.01,1181.41,19.7,190.7,1492.82,24.9,53055.57816,67040.60568,-0.12%,-1.56%
2005.02,1199.63,19.97,191.8,1507.15,25.09,53122.13735,66739.73968,-0.45%,1.10%
2005.03,1194.9,20.23,193.3,1489.56,25.22,53152.37557,66259.5369,-0.72%,-1.03%
2005.04,1164.43,20.46,194.6,1441.88,25.34,53310.35485,66012.51941,-0.37%,-3.06%
2005.05,1178.28,20.7,194.4,1460.53,25.65,53472.84908,66281.85198,0.41%,1.44%
2005.06,1202.25,20.93,194.5,1489.47,25.93,53625.19501,66436.51602,0.23%,2.13%
2005.07,1222.24,21.11,195.4,1507.27,26.03,53659.72231,66173.09266,-0.40%,1.34%
2005.08,1224.27,21.29,196.4,1502.08,26.12,53729.97185,65922.35298,-0.38%,-0.20%
2005.09,1225.92,21.47,198.8,1485.95,26.02,53927.00799,65365.33871,-0.84%,-0.93%
2005.1,1191.96,21.72,199.2,1441.88,26.27,53958.18406,65271.79587,-0.14%,-2.82%
2005.11,1237.37,21.97,197.6,1508.94,26.79,54089.13216,65959.99954,1.05%,4.80%
2005.12,1262.07,22.22,196.8,1545.31,27.21,54288.27136,66471.96079,0.78%,2.56%
2006.01,1278.73,22.41,198.3,1553.87,27.23,54448.46551,66163.80932,-0.46%,0.70%
2006.02,1276.65,22.59,198.7,1548.22,27.4,54553.22256,66157.65667,-0.01%,-0.22%
2006.03,1293.74,22.78,199.8,1560.31,27.47,54734.88842,66012.52181,-0.22%,0.93%
2006.04,1302.17,23,201.5,1557.22,27.5,54904.52177,65658.45111,-0.54%,-0.05%
2006.05,1290.01,23.22,202.5,1535.06,27.63,55095.08551,65560.97516,-0.15%,-1.28%
2006.06,1253.17,23.44,202.9,1488.28,27.84,55262.86924,65630.98971,0.11%,-2.90%
2006.07,1260.24,23.66,203.5,1492.27,28.02,55484.41372,65699.81681,0.10%,0.42%
2006.08,1287.15,23.88,203.9,1521.14,28.22,55802.57725,65946.93296,0.38%,2.09%
2006.09,1317.74,24.1,202.9,1564.97,28.62,56099.03704,66624.03478,1.03%,3.04%
2006.1,1363.38,24.36,201.8,1628,29.09,56319.11143,67249.98674,0.94%,4.18%
2006.11,1388.64,24.62,201.5,1660.63,29.44,56559.1704,67637.18914,0.58%,2.15%
2006.12,1416.42,24.88,201.8,1691.33,29.71,56834.91165,67865.8977,0.34%,2.00%
2007.01,1424.16,25.08,202.416,1695.4,29.86,57018.35467,67877.74618,0.02%,0.39%
2007.02,1444.8,25.29,203.499,1710.82,29.94,57271.24769,67815.96343,-0.09%,1.06%
2007.03,1406.95,25.49,205.352,1650.96,29.91,57579.95128,67566.26729,-0.37%,-3.35%
2007.04,1463.64,25.72,206.686,1706.4,29.98,57816.86921,67406.39193,-0.24%,3.51%
2007.05,1511.14,25.94,207.949,1751.08,30.06,58075.49542,67296.68287,-0.16%,2.76%
2007.06,1514.19,26.17,208.352,1751.22,30.27,58304.64812,67431.53962,0.20%,0.15%
2007.07,1520.71,26.44,208.299,1759.21,30.59,58556.69768,67740.2761,0.46%,0.60%
2007.08,1454.62,26.71,207.917,1685.84,30.96,59058.70811,68446.54221,1.04%,-4.03%
2007.09,1497.12,26.98,208.49,1730.33,31.18,59458.3762,68720.35367,0.40%,2.79%
2007.1,1539.66,27.23,208.936,1775.7,31.4,59692.35581,68843.51142,0.18%,2.77%
2007.11,1463.39,27.48,210.177,1677.77,31.51,60217.51232,69039.11128,0.28%,-5.37%
2007.12,1479.22,27.73,210.036,1697.06,31.81,60524.29601,69437.42043,0.58%,1.31%
2008.01,1378.76,27.92,211.08,1573.98,31.87,60982.51885,69617.08651,0.26%,-7.10%
2008.02,1354.87,28.11,211.693,1542.23,32,61482.99476,69985.18042,0.53%,-1.85%
2008.03,1316.94,28.3,213.528,1486.17,31.94,61876.863,69828.22884,-0.22%,-3.46%
2008.04,1370.47,28.44,214.823,1537.26,31.9,61862.32982,69390.98713,-0.63%,3.62%
2008.05,1403.22,28.57,216.632,1560.85,31.78,61796.26474,68738.04667,-0.94%,1.71%
2008.06,1341.25,28.71,218.815,1477.03,31.62,61729.72208,67979.00483,-1.10%,-5.20%
2008.07,1257.33,28.76,219.964,1377.39,31.5,61964.09949,67880.66757,-0.14%,-6.57%
2008.08,1281.47,28.8,219.086,1409.46,31.68,62161.61208,68369.94229,0.72%,2.52%
2008.09,1216.95,28.85,218.783,1340.35,31.78,62453.68723,68786.32093,0.61%,-4.72%
2008.1,968.8,28.7,216.573,1077.92,31.93,62850.66111,69929.93243,1.66%,-19.38%
2008.11,883.04,28.54,212.425,1001.69,32.38,63157.07464,71643.03074,2.45%,-6.83%
2008.12,877.56,28.39,210.228,1005.88,32.54,63569.82478,72864.84183,1.71%,0.69%
2009.01,865.58,28.01,211.143,987.84,31.97,63638.34557,72627.27732,-0.33%,-1.52%
2009.02,805.23,27.64,212.193,914.42,31.38,63573.70344,72194.48614,-0.60%,-7.16%
2009.03,757.13,27.26,212.709,857.71,30.88,63616.20668,72067.5029,-0.18%,-5.92%
2009.04,848.15,26.7,213.24,958.43,30.18,63721.70264,72007.25718,-0.08%,12.04%
2009.05,902.41,26.15,213.856,1016.81,29.46,63799.36802,71887.35557,-0.17%,6.35%
2009.06,926.12,25.59,215.693,1034.64,28.59,63839.53501,71319.98365,-0.79%,1.99%
2009.07,935.82,25.03,215.351,1047.14,28,63904.54302,71505.98799,0.26%,1.44%
2009.08,1009.73,24.46,215.834,1127.31,27.31,63961.21984,71409.24628,-0.14%,7.88%
2009.09,1044.55,23.9,215.969,1165.46,26.67,64039.29447,71451.72071,0.06%,3.59%
2009.1,1067.66,23.4,216.177,1190.09,26.09,64098.67554,71449.16226,0.00%,2.30%
2009.11,1088.07,22.91,216.33,1211.99,25.52,64169.22425,71477.21287,0.04%,2.02%
2009.12,1110.38,22.41,215.949,1239.02,25.01,64170.16593,71604.37128,0.18%,2.41%
2010.01,1123.58,22.24,216.687,1249.48,24.73,64221.2289,71417.28329,-0.26%,1.01%
2010.02,1089.16,22.07,216.741,1210.9,24.54,64256.58851,71438.80191,0.03%,-2.92%
2010.03,1152.05,21.9,217.631,1275.58,24.25,64263.59127,71154.40721,-0.40%,5.51%
2010.04,1197.32,21.95,218.009,1323.41,24.26,64276.21122,71044.98341,-0.15%,3.91%
2010.05,1125.06,21.99,218.178,1242.58,24.29,64361.97679,71084.6761,0.06%,-5.95%
2010.06,1083.36,22.04,217.965,1197.69,24.37,64423.98344,71222.6918,0.19%,-3.45%
2010.07,1079.8,22.14,218.011,1193.5,24.47,64467.66822,71255.94858,0.05%,-0.18%
2010.08,1087.28,22.25,218.312,1200.11,24.56,64507.81251,71202.01389,-0.08%,0.72%
2010.09,1122.08,22.35,218.439,1237.8,24.66,64528.67158,71183.62748,-0.03%,3.31%
2010.1,1171.58,22.48,218.711,1290.8,24.76,64565.27938,71135.43296,-0.07%,4.45%
2010.11,1198.89,22.6,218.803,1320.33,24.89,64572.73356,71113.73194,-0.03%,2.45%
2010.12,1241.53,22.73,219.179,1364.95,24.99,64572.41091,70991.38211,-0.17%,3.54%
2011.01,1282.62,22.96,220.223,1403.44,25.13,64608.68239,70694.52495,-0.42%,2.97%
2011.02,1321.12,23.2,221.309,1438.47,25.26,64623.21934,70363.4434,-0.47%,2.65%
2011.03,1304.49,23.43,223.467,1406.65,25.26,64666.41668,69730.53037,-0.90%,-2.07%
2011.04,1331.51,23.73,224.906,1426.6,25.43,64699.15798,69319.45791,-0.59%,1.57%
2011.05,1338.31,24.04,225.964,1427.17,25.63,64758.0307,69057.6746,-0.38%,0.19%
2011.06,1287.29,24.34,225.722,1374.23,25.98,64782.11299,69157.42117,0.14%,-3.56%
2011.07,1325.19,24.62,225.922,1413.44,26.26,64796.77081,69111.83272,-0.07%,3.01%
2011.08,1185.31,24.9,226.545,1260.77,26.49,64859.44662,68988.44059,-0.18%,-10.65%
2011.09,1173.88,25.18,226.889,1246.72,26.74,64877.27272,68902.77526,-0.12%,-0.94%
2011.1,1207.22,25.6,226.421,1284.78,27.24,64882.67916,69050.94735,0.22%,3.23%
2011.11,1226.42,26.01,226.23,1306.31,27.71,64894.56862,69121.9092,0.10%,1.85%
2011.12,1243.32,26.43,225.672,1327.59,28.22,64901.50771,69300.23046,0.26%,1.81%
2012.01,1300.58,26.74,226.665,1382.64,28.42,64912.95031,69008.79667,-0.42%,4.32%
2012.02,1352.49,27.04,227.663,1431.53,28.62,64899.6362,68692.19256,-0.46%,3.71%
2012.03,1389.24,27.35,229.392,1459.34,28.73,64895.4221,68170.01106,-0.76%,2.11%
2012.04,1386.43,27.67,230.085,1452,28.98,64915.59534,67985.81508,-0.27%,-0.34%
2012.05,1341.27,28,229.815,1406.36,29.36,64923.35263,68073.82248,0.13%,-2.98%
2012.06,1323.48,28.32,229.478,1389.74,29.74,64937.59274,68188.74537,0.17%,-1.01%
2012.07,1359.78,28.74,229.104,1430.19,30.23,64951.83597,68315.04059,0.19%,3.09%
2012.08,1403.45,29.17,230.379,1467.95,30.51,64972.02675,67958.07939,-0.52%,2.82%
2012.09,1443.42,29.59,231.407,1503.05,30.81,64985.73649,67670.45925,-0.42%,2.56%
2012.1,1437.82,30.14,231.317,1497.8,31.4,64998.45787,67710.04033,0.06%,-0.18%
2012.11,1394.51,30.7,230.221,1459.6,32.13,65012.17318,68046.73916,0.50%,-2.38%
2012.12,1422.29,31.25,229.601,1492.7,32.8,65037.79356,68257.37693,0.31%,2.45%
2013.01,1480.4,31.54,230.28,1549.11,33,65056.38796,68075.57164,-0.27%,3.96%
2013.02,1512.31,31.82,232.166,1569.64,33.03,65062.53509,67528.94004,-0.80%,1.50%
2013.03,1550.83,32.11,232.773,1605.42,33.24,65081.13657,67372.10173,-0.23%,2.45%
2013.04,1570.7,32.5,232.531,1627.69,33.68,65110.12893,67472.26149,0.15%,1.56%
2013.05,1639.84,32.88,232.945,1696.31,34.02,65120.61457,67363.1936,-0.16%,4.39%
2013.06,1618.77,33.27,233.504,1670.51,34.33,65120.17112,67201.47096,-0.24%,-1.35%
2013.07,1668.68,33.65,233.596,1721.34,34.71,65144.66355,67200.26945,0.00%,3.21%
2013.08,1670.09,34.02,233.877,1720.72,35.05,65151.17802,67126.2412,-0.11%,0.13%
2013.09,1687.17,34.4,234.149,1736.3,35.4,65172.15695,67069.85357,-0.08%,1.08%
2013.1,1720.03,34.6,233.546,1774.69,35.7,65182.65258,67253.85254,0.27%,2.38%
2013.11,1783.54,34.79,233.069,1843.98,35.97,65191.16032,67400.29059,0.22%,4.07%
2013.12,1807.78,34.99,233.049,1869.2,36.18,65194.69508,67409.72967,0.01%,1.53%
2014.01,1822.36,35.4,233.916,1877.29,36.47,65212.70246,67178.42847,-0.34%,0.59%
2014.02,1817.04,35.82,234.781,1864.92,36.76,65223.20462,66941.7029,-0.35%,-0.50%
2014.03,1863.52,36.23,236.293,1900.38,36.95,65228.73164,66518.99031,-0.63%,2.07%
2014.04,1864.26,36.61,237.072,1894.89,37.21,65253.71881,66325.81183,-0.29%,-0.13%
2014.05,1889.77,37,237.9,1914.13,37.47,65270.65703,66112.12447,-0.32%,1.18%
2014.06,1947.09,37.38,238.343,1968.53,37.79,65280.08145,65998.7723,-0.17%,3.01%
2014.07,1973.1,37.75,238.25,1995.6,38.18,65284.52509,66029.02899,0.05%,1.54%
2014.08,1961.53,38.12,237.852,1987.22,38.62,65296.48819,66151.63577,0.19%,-0.26%
2014.09,1993.23,38.49,238.031,2017.82,38.96,65309.45023,66115.01146,-0.06%,1.70%
